id,hub,title,desc,risk,icon,link,delay,pubDate,timestamp
telemetry-jamshedpur-optimal-transit-weather-7-22,"Jamshedpur, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Jamshedpur corridor: 34.1°C, AQI 88, windspeed 5.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.91678,1.78085E+12
telemetry-muzaffarpur-moderate-smog-warning-7-22,"Muzaffarpur, BR",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Muzaffarpur is 128 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46180.91678,1.78085E+12
telemetry-dhanbad-optimal-transit-weather-7-22,"Dhanbad, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Dhanbad corridor: 33.7°C, AQI 88, windspeed 29.3 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.91678,1.78085E+12
telemetry-darbhanga-optimal-transit-weather-7-22,"Darbhanga, BR",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Darbhanga corridor: 32.3°C, AQI 23, windspeed 22.7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.91678,1.78085E+12
telemetry-shillong-optimal-transit-weather-7-22,"Shillong, ML",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Shillong corridor: 23.8°C, AQI 72, windspeed 5.9 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.91678,1.78085E+12
telemetry-puri-optimal-transit-weather-7-22,"Puri, OD",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Puri corridor: 30.5°C, AQI 96, windspeed 23.5 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.91678,1.78085E+12
telemetry-kashipur-high-winds-transit-alert-7-22,"Kashipur, UK",High Winds Transit Alert,[Verified Live Status] Sustained wind speeds of 36.9 km/h detected in Kashipur. Elevated drift hazard for cargo trucks. (Delay Impact: +55 mins),High,fa-wind,https://open-meteo.com,55,46180.91678,1.78085E+12
telemetry-durgapur-optimal-transit-weather-7-22,"Durgapur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Durgapur corridor: 27.8°C, AQI 60, windspeed 14 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.91678,1.78085E+12
telemetry-kolkata-optimal-transit-weather-7-22,"Kolkata, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Kolkata corridor: 29.7°C, AQI 79, windspeed 20 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.91678,1.78085E+12
telemetry-hazaribagh-extreme-temperature-warning-7-22,"Hazaribagh, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 36°C active in Hazaribagh. Elevated engine and tire blowout stress warning. (Delay Impact: +36 mins),High,fa-temperature-high,https://open-meteo.com,36,46180.91678,1.78085E+12
telemetry-ranchi-extreme-temperature-warning-7-22,"Ranchi, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 38.2°C active in Ranchi. Elevated engine and tire blowout stress warning. (Delay Impact: +46 mins),High,fa-temperature-high,https://open-meteo.com,46,46180.91678,1.78085E+12
telemetry-kharagpur-extreme-temperature-warning-7-22,"Kharagpur, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 36.2°C active in Kharagpur. Elevated engine and tire blowout stress warning. (Delay Impact: +37 mins),High,fa-temperature-high,https://open-meteo.com,37,46180.91678,1.78085E+12
telemetry-muzaffarpur-extreme-temperature-warning-7-22,"Muzaffarpur, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40.3°C active in Muzaffarpur. Elevated engine and tire blowout stress warning. (Delay Impact: +55 mins),Critical,fa-temperature-high,https://open-meteo.com,55,46180.91678,1.78085E+12
telemetry-puri-extreme-temperature-warning-7-22,"Puri, OD",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.3°C active in Puri. Elevated engine and tire blowout stress warning. (Delay Impact: +33 mins),High,fa-temperature-high,https://open-meteo.com,33,46180.91678,1.78085E+12
telemetry-kashipur-moderate-smog-warning-7-22,"Kashipur, UK",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Kashipur is 115 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46180.91678,1.78085E+12
telemetry-patna-optimal-transit-weather-7-23,"Patna, BR",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Patna corridor: 32.5°C, AQI 89, windspeed 21.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-asansol-moderate-smog-warning-7-23,"Asansol, WB",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Asansol is 104 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46180.95845,1.78085E+12
telemetry-durgapur-optimal-transit-weather-7-23,"Durgapur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Durgapur corridor: 27.8°C, AQI 60, windspeed 14 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-kolkata-optimal-transit-weather-7-23,"Kolkata, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Kolkata corridor: 29.7°C, AQI 79, windspeed 20 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-gaya-extreme-temperature-warning-7-23,"Gaya, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41.8°C active in Gaya. Elevated engine and tire blowout stress warning. (Delay Impact: +62 mins),Critical,fa-temperature-high,https://open-meteo.com,62,46180.95845,1.78085E+12
telemetry-hazaribagh-extreme-temperature-warning-7-23,"Hazaribagh, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 36°C active in Hazaribagh. Elevated engine and tire blowout stress warning. (Delay Impact: +36 mins),High,fa-temperature-high,https://open-meteo.com,36,46180.95845,1.78085E+12
telemetry-ranchi-extreme-temperature-warning-7-23,"Ranchi, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 38.2°C active in Ranchi. Elevated engine and tire blowout stress warning. (Delay Impact: +46 mins),High,fa-temperature-high,https://open-meteo.com,46,46180.95845,1.78085E+12
telemetry-kharagpur-extreme-temperature-warning-7-23,"Kharagpur, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 36.2°C active in Kharagpur. Elevated engine and tire blowout stress warning. (Delay Impact: +37 mins),High,fa-temperature-high,https://open-meteo.com,37,46180.95845,1.78085E+12
telemetry-cuttack-optimal-transit-weather-7-23,"Cuttack, OD",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Cuttack corridor: 32.1°C, AQI 96, windspeed 26.1 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-bhubaneswar-extreme-temperature-warning-7-23,"Bhubaneswar, OD",Extreme Temperature Warning,[Verified Live Status] High heat profile of 44.4°C active in Bhubaneswar. Elevated engine and tire blowout stress warning. (Delay Impact: +74 mins),Critical,fa-temperature-high,https://open-meteo.com,74,46180.95845,1.78085E+12
telemetry-bhagalpur-optimal-transit-weather-7-23,"Bhagalpur, BR",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Bhagalpur corridor: 29.6°C, AQI 98, windspeed 7.9 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-siliguri-optimal-transit-weather-7-23,"Siliguri, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Siliguri corridor: 23.3°C, AQI 51, windspeed 12.4 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-guwahati-moderate-smog-warning-7-23,"Guwahati, AS",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Guwahati is 109 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46180.95845,1.78085E+12
telemetry-jamshedpur-optimal-transit-weather-7-23,"Jamshedpur, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Jamshedpur corridor: 32.7°C, AQI 88, windspeed 11.7 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-muzaffarpur-extreme-temperature-warning-7-23,"Muzaffarpur, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 40.3°C active in Muzaffarpur. Elevated engine and tire blowout stress warning. (Delay Impact: +55 mins),Critical,fa-temperature-high,https://open-meteo.com,55,46180.95845,1.78085E+12
telemetry-dhanbad-optimal-transit-weather-7-23,"Dhanbad, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Dhanbad corridor: 31.9°C, AQI 88, windspeed 18.5 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-darbhanga-optimal-transit-weather-7-23,"Darbhanga, BR",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Darbhanga corridor: 27.5°C, AQI 23, windspeed 24.8 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-shillong-optimal-transit-weather-7-23,"Shillong, ML",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Shillong corridor: 22.6°C, AQI 72, windspeed 4.6 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-puri-extreme-temperature-warning-7-23,"Puri, OD",Extreme Temperature Warning,[Verified Live Status] High heat profile of 35.3°C active in Puri. Elevated engine and tire blowout stress warning. (Delay Impact: +33 mins),High,fa-temperature-high,https://open-meteo.com,33,46180.95845,1.78085E+12
telemetry-kashipur-moderate-smog-warning-7-23,"Kashipur, UK",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Kashipur is 115 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46180.95845,1.78085E+12
telemetry-patna-extreme-temperature-warning-7-23,"Patna, BR",Extreme Temperature Warning,[Verified Live Status] High heat profile of 37.9°C active in Patna. Elevated engine and tire blowout stress warning. (Delay Impact: +45 mins),High,fa-temperature-high,https://open-meteo.com,45,46180.95845,1.78085E+12
telemetry-asansol-extreme-temperature-warning-7-23,"Asansol, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 44.5°C active in Asansol. Elevated engine and tire blowout stress warning. (Delay Impact: +74 mins),Critical,fa-temperature-high,https://open-meteo.com,74,46180.95845,1.78085E+12
telemetry-hazaribagh-optimal-transit-weather-7-23,"Hazaribagh, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Hazaribagh corridor: 33°C, AQI 96, windspeed 10.8 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-cuttack-extreme-temperature-warning-7-23,"Cuttack, OD",Extreme Temperature Warning,[Verified Live Status] High heat profile of 36.4°C active in Cuttack. Elevated engine and tire blowout stress warning. (Delay Impact: +38 mins),High,fa-temperature-high,https://open-meteo.com,38,46180.95845,1.78085E+12
telemetry-jamshedpur-extreme-temperature-warning-7-23,"Jamshedpur, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 36.1°C active in Jamshedpur. Elevated engine and tire blowout stress warning. (Delay Impact: +36 mins),High,fa-temperature-high,https://open-meteo.com,36,46180.95845,1.78085E+12
telemetry-dhanbad-extreme-temperature-warning-7-23,"Dhanbad, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 39.3°C active in Dhanbad. Elevated engine and tire blowout stress warning. (Delay Impact: +51 mins),High,fa-temperature-high,https://open-meteo.com,51,46180.95845,1.78085E+12
telemetry-puri-optimal-transit-weather-7-23,"Puri, OD",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Puri corridor: 32.7°C, AQI 96, windspeed 30.4 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46180.95845,1.78085E+12
telemetry-kashipur-extreme-temperature-warning-7-23,"Kashipur, UK",Extreme Temperature Warning,[Verified Live Status] High heat profile of 38.1°C active in Kashipur. Elevated engine and tire blowout stress warning. (Delay Impact: +45 mins),High,fa-temperature-high,https://open-meteo.com,45,46180.95845,1.78085E+12
telemetry-patna-moderate-smog-warning-8-9,"Patna, BR",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Patna is 104 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.37512,1.78089E+12
telemetry-asansol-moderate-smog-warning-8-9,"Asansol, WB",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Asansol is 108 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.37512,1.78089E+12
telemetry-durgapur-extreme-temperature-warning-8-9,"Durgapur, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 42.5°C active in Durgapur. Elevated engine and tire blowout stress warning. (Delay Impact: +65 mins),Critical,fa-temperature-high,https://open-meteo.com,65,46181.37512,1.78089E+12
telemetry-kolkata-extreme-temperature-warning-8-9,"Kolkata, WB",Extreme Temperature Warning,[Verified Live Status] High heat profile of 39.6°C active in Kolkata. Elevated engine and tire blowout stress warning. (Delay Impact: +52 mins),High,fa-temperature-high,https://open-meteo.com,52,46181.37512,1.78089E+12
telemetry-gaya-severe-air-pollution-warning-8-9,"Gaya, BR",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Gaya is 171 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.37512,1.78089E+12
telemetry-hazaribagh-extreme-temperature-warning-8-9,"Hazaribagh, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 41.9°C active in Hazaribagh. Elevated engine and tire blowout stress warning. (Delay Impact: +63 mins),Critical,fa-temperature-high,https://open-meteo.com,63,46181.37512,1.78089E+12
telemetry-ranchi-extreme-temperature-warning-8-9,"Ranchi, JH",Extreme Temperature Warning,[Verified Live Status] High heat profile of 38.3°C active in Ranchi. Elevated engine and tire blowout stress warning. (Delay Impact: +46 mins),High,fa-temperature-high,https://open-meteo.com,46,46181.37512,1.78089E+12
telemetry-kharagpur-optimal-transit-weather-8-9,"Kharagpur, WB",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Kharagpur corridor: 30.5°C, AQI 87, windspeed 13.6 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.37512,1.78089E+12
telemetry-cuttack-extreme-temperature-warning-8-9,"Cuttack, OD",Extreme Temperature Warning,[Verified Live Status] High heat profile of 37.7°C active in Cuttack. Elevated engine and tire blowout stress warning. (Delay Impact: +44 mins),High,fa-temperature-high,https://open-meteo.com,44,46181.37512,1.78089E+12
telemetry-bhubaneswar-moderate-smog-warning-8-9,"Bhubaneswar, OD",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Bhubaneswar is 101 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.37512,1.78089E+12
telemetry-bhagalpur-moderate-smog-warning-8-9,"Bhagalpur, BR",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Bhagalpur is 128 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.37512,1.78089E+12
telemetry-siliguri-severe-air-pollution-warning-8-9,"Siliguri, WB",Severe Air Pollution Warning,[Verified Live Status] Air Quality Index in Siliguri is 161 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +30 mins),High,fa-smog,https://open-meteo.com,30,46181.37512,1.78089E+12
telemetry-guwahati-optimal-transit-weather-8-9,"Guwahati, AS",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Guwahati corridor: 29.7°C, AQI 88, windspeed 4.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.37512,1.78089E+12
telemetry-jamshedpur-optimal-transit-weather-8-9,"Jamshedpur, JH",Optimal Transit Weather,"[Verified Live Status] Telemetry checks clear for Jamshedpur corridor: 28.5°C, AQI 71, windspeed 3.2 km/h. Standard logistics flow. (Delay Impact: +0 mins)",Low,fa-circle-check,https://open-meteo.com,0,46181.37512,1.78089E+12
telemetry-muzaffarpur-moderate-smog-warning-8-9,"Muzaffarpur, BR",Moderate Smog Warning,[Verified Live Status] Air Quality Index in Muzaffarpur is 104 (Unhealthy). Smog conditions present on arterial highways. (Delay Impact: +15 mins),Medium,fa-smog,https://open-meteo.com,15,46181.37512,1.78089E+12
